StrongID;OriginalWord;Transliteration;EnglishDefinition;HungarianDefinition
H60;אֵבֶל;ʼêbel;"lamentation";
H61;אֲבָל;ʼăbâl;"nay, i.e. truly or yet";
H62;אָבֵל בֵּית־מֲעַכָה;ʼÂbêl Bêyth-Măʻakâh;"Abel of Beth-maakah, a place in Palestine";
H63;אָבֵל הַשִּׁטִּים;ʼÂbêl hash-Shiṭṭîym;"Abel hash-Shittim, a place in Palestine";
H64;אָבֵל כְּרָמִים;ʼÂbêl Kᵉrâmîym;"Abel-Keramim, a place in Palestine";
H65;אָבֵל מְחוֹלָה;ʼÂbêl Mᵉchôwlâh;"Abel-Mecholah, a place in Palestine";
H66;אַבֵל מַיִם;ʼAbêl Mayim;"Abel-Majim, a place in Palestine";
H67;אָבֵל מִצְרַיִם;ʼÂbêl Mitsrayim;"Abel-Mitsrajim, a place in Palestine";
H68;אֶבֶן;ʼeben;"a stone";
H69;אֶבֶן;ʼeben;"{a stone}";
H70;אֹבֶן;ʼôben;"a pair of stones (only dual), a potter's wheel or a midwife's stool (consisting alike of two horizontal disks with a support between)";
H71;אֲבָנָה;ʼĂbânâh;"Abanah, a river near Damascus";
H72;אֶבֶן הָעֵזֶר;ʼEben hâ-ʻÊzer;"Eben-ha-Ezer, a place in Palestine";
H73;אַבְנֵט;ʼabnêṭ;"a belt";
H74;אַבְנֵר;ʼAbnêr;"Abner, an Israelite";
H75;אָבַס;ʼâbaç;"to fodder";
H76;אֲבַעְבֻּעָה;ʼăbaʻbuʻâh;"an inflammatory pustule (as eruption)";
H77;אֶבֶץ;ʼEbets;"Ebets, a place in Palestine";
H78;אִבְצָן;ʼIbtsân;"Ibtsan, an Israelite";
H79;אָבַק;ʼâbaq;"to bedust, i.e. grapple";
H80;אָבָק;ʼâbâq;"light particles (as volatile)";
H81;אֲבָקָה;ʼăbâqâh;"{light particles (as volatile)}";
H82;אָבַר;ʼâbar;"to soar";
H83;אֵבֶר;ʼêber;"a pinion";
H84;אֶבְרָה;ʼebrâh;"{a pinion}";
H85;אַבְרָהָם;ʼAbrâhâm;"Abraham, the later name of Abram";
H86;אַבְרֵךְ;ʼabrêk;"kneel";
H87;אַבְרָם;ʼAbrâm;"Abram, the original name of Abraham";
H88;אֹבֹת;ʼôbôth;"Oboth, a place in the Desert";
H89;אָגֵא;ʼÂgêʼ;"Age, an Israelite";
H90;אֲגַג;ʼĂgag;"Agag, a title of Amalekitish kings";
H91;אֲגָגִי;ʼĂgâgîy;"an Agagite or descendent (subject) of Agag";
H92;אֲגֻדָּה;ʼăguddâh;"a band, bundle, knot, or arch";
H93;אֱגוֹז;ʼĕgôwz;"a nut";
H94;אָגוּר;ʼÂgûwr;"Agur, a fanciful name for Solomon";
H95;אֲגוֹרָה;ʼăgôwrâh;"properly, something gathered, i.e. perhaps a grain or berry, used only of a small (silver) coin";
H96;אֶגֶל;ʼegel;"a reservoir";
H97;אֶגְלַיִם;ʼEglayim;"Eglajim, a place in Moab";
H98;אֲגַם;ʼăgam;"a marsh, hence a rush (as growing in swamps), hence a stockade of reeds";
H99;אָגֵם;ʼâgêm;"figuratively, sad";
H100;אַגְמוֹן;ʼagmôwn;"a bulrush (as growing there), collectively a rope of bulrushes";
H101;אַגָּן;ʼaggân;"a bowl (as pounded out hollow)";
H102;אַגָּף;ʼaggâph;"(only plural) wings of an army, or crowds of troops";
H103;אָגַר;ʼâgar;"to harvest";
H104;אִגְּרָא;ʼiggᵉrâʼ;"an epistle (as carried by a state courier or postman)";
H105;אֲגַרְטָל;ʼăgarṭâl;"a basin";
H106;אֶגְרֹף;ʼegrôph;"the clenched hand";
H107;אִגֶּרֶת;ʼiggereth;"an epistle";
H108;אֵד;ʼêd;"a fog";
H109;אָדַב;ʼâdab;"to languish";
H110;אַדְבְּאֵל;ʼAdbᵉʼêl;"Adbeel, a son of Ishmael";
H111;אֲדַד;ʼĂdad;"Adad (or Hadad), an Edomite";
H112;אִדּוֹ;ʼIddôw;"Iddo, an Israelite";
H113;אָדוֹן;ʼâdôwn;"sovereign, i.e. controller (human or divine)";
H114;אַדּוֹן;ʼAddôwn;"Addon, apparently an Israelite";
H115;אֲדוֹרַיִם;ʼĂdôwrayim;"Adorajim, a place in Palestine";
H116;אֱדַיִן;ʼĕdayin;"then (of time)";
H117;אַדִּיר;ʼaddîyr;"wide or (generally) large, figuratively, powerful";
H118;אֲדַלְיָא;ʼĂdalyâʼ;"Adalja, a son of Haman";
H119;אָדַם;ʼâdam;"flush or turn rosy";
H120;אָדָם;ʼâdâm;"ruddy i.e. a human being (an individual or the species, mankind, etc.)";
H121;אָדָם;ʼÂdâm;"Adam the name of the first man, also of a place in Palestine";
H122;אָדֹם;ʼâdôm;"rosy";
H123;אֱדֹם;ʼĔdôm;"Edom, the elder twin-brother of Jacob, hence the region (Idumaea) occupied by him";
H124;אֹדֶם;ʼôdem;"redness, i.e. the ruby, garnet, or some other red gem";
H125;אֲדַמְדָּם;ʼădamdâm;"reddish";
H126;אַדְמָה;ʼAdmâh;"Admah, a place near the Dead Sea";
H127;אֲדָמָה;ʼădâmâh;"soil (from its general redness)";
H128;אֲדָמָה;ʼĂdâmâh;"Adamah, a place in Palestine";
H129;אֲדָמִי;ʼĂdâmîy;"Adami, a place in Palestine";
H130;אֱדֹמִי;ʼĔdômîy;"an Edomite, or descendants from (or inhabitants of) Edom";
H131;אֲדֻמִּים;ʼĂdummîym;"Adummim, a pass in Palestine";
H132;אַדְמֹנִי;ʼadmônîy;"reddish (of the hair or the complexion)";
H133;אַדְמָתָא;ʼAdmâthâʼ;"Admatha, a Persian nobleman";
H134;אֶדֶן;ʼeden;"a basis (of a building, a column, etc.)";
H135;אַדָּן;ʼAddân;"Addan, an Israelite";
H136;אֲדֹנָי;ʼĂdônây;"the Lord (used as a proper name of God only)";
H137;אֲדֹנִי־בֶזֶק;ʼĂdônîy-Bezeq;"Adoni-Bezek, a Canaanitish king";
H138;אֲדֹנִיָּה;ʼĂdônîyâh;"Adonijah, the name of three Israelites";
H139;אֲדֹנִי־צֶדֶק;ʼĂdônîy-Tsedeq;"Adoni-Tsedek, a Canaanitish king";
H140;אֲדֹנִיקָם;ʼĂdônîyqâm;"Adonikam, the name of one or two Israelites";
H141;אֲדֹנִירָם;ʼĂdônîyrâm;"Adoniram, an Israelite";
H142;אָדַר;ʼâdar;"to expand, i.e. be great or (figuratively) magnificent";
H143;אֲדָר;ʼĂdâr;"Adar, the 12th Hebrew month";
H144;אֲדָר;ʼĂdâr;"{Adar, the 12th Hebrew month}";
H145;אֶדֶר;ʼeder;"amplitude, i.e. (concrete) a mantle, also (figuratively) splendor";
H146;אַדָּר;ʼAddâr;"Addar, a place in Palestine, also an Israelite";
H147;אִדַּר;ʼiddar;"ample, i.e. a threshing-floor";
H148;אֲדַרְגָּזֵר;ʼădargâzêr;"a chief diviner, or astrologer";
H149;אַדְרַזְדָּא;ʼadrazdâʼ;"quickly or carefully";
H150;אֲדַרְכֹּן;ʼădarkôn;"a daric or Persian coin";
H151;אֲדֹרָם;ʼĂdôrâm;"Adoram (or Adoniram), an Israelite";
H152;אֲדְרַמֶּלֶךְ;ʼĂdrammelek;"Adrammelek, the name of an Assyrian idol, also of a son of Sennacherib";
H153;אֶדְרָע;ʼedrâʻ;"an arm, i.e. (figuratively) power";
H154;אֶדְרֶעִי;ʼedreʻîy;"Edrei, the name of two places in Palestine";
H155;אַדֶּרֶת;ʼaddereth;"something ample (as a large vine, a wide dress)";
H156;אָדַשׁ;ʼâdash;"to tread out (grain)";
H157;אָהַב;ʼâhab;"to have affection for (sexually or otherwise)";
H158;אַהַב;ʼahab;"affection (in a good or a bad sense)";
H159;אֹהַב;ʼôhab;"{affection (in a good or a bad sense)}";
H160;אַהֲבָה;ʼahăbâh;"{affection (in a good or a bad sense)}";
H161;אֹהַד;ʼÔhad;"Ohad, an Israelite";
H162;אֲהָהּ;ʼăhâhh;"Oh!";
H163;אַהֲוָא;ʼAhăvâʼ;"Ahava, a river of Babylonia";
H164;אֵהוּד;ʼÊhûwd;"Ehud, the name of two or three Israelites";
H165;אֱהִי;ʼĕhîy;"where";
H166;אָהַל;ʼâhal;"to be clear";
H167;אָהַל;ʼâhal;"to tent";
H168;אֹהֶל;ʼôhel;"a tent (as clearly conspicuous from a distance)";
H169;אֹהֶל;ʼÔhel;"Ohel, an Israelite";
H170;אׇהֳלָה;ʼOhŏlâh;"Oholah, a symbolic name for Samaria";
H171;אׇהֳלִיאָב;ʼOhŏlîyʼâb;"Oholiab, an Israelite";
H172;אׇהֳלִיבָה;ʼOhŏlîybâh;"Oholibah, a symbolic name for Judah";
H173;אׇהֳלִיבָמָה;ʼOhŏlîybâmâh;"Oholibamah, a wife of Esau";
H174;אֲהָלִים;ʼăhâlîym;"aloe wood (i.e. sticks)";
H175;אַהֲרוֹן;ʼAhărôwn;"Aharon, the brother of Moses";
H176;אוֹ;ʼôw;"desire (and so probably in Proverbs 31:4), hence (by way of alternative) or, also if";
H177;אוּאֵל;ʼÛwʼêl;"Uel, and Israelite";
H178;אוֹב;ʼôwb;"properly, a mumble, i.e. a water skin (from its hollow sound), hence a necromancer (ventriloquist, as from a jar)";
H179;אוֹבִיל;ʼôwbîyl;"Obil, an Ishmaelite";
H180;אוּבָל;ʼûwbâl;"a stream";
H181;אוּד;ʼûwd;"a poker (for turning or gathering embers)";
H182;אוֹדוֹת;ʼôwdôwth;"turnings (i.e. occasions), (adverb) on account of";
H183;אָוָה;ʼâvâh;"to wish for";
H184;אָוָה;ʼâvâh;"to extend or mark out";
H185;אַוָּה;ʼavvâh;"longing";
H186;אוּזַי;ʼÛwzay;"Uzai, an Israelite";
H187;אוּזָל;ʼÛwzâl;"Uzal, a son of Joktan";
H188;אוֹי;ʼôwy;"lamentation, also interjectionally Oh!";
H189;אֱוִי;ʼĔvîy;"Evi, a Midianitish chief";
H190;אוֹיָה;ʼôwyâh;"{lamentation, also interjectionally Oh!}";
H191;אֱוִיל;ʼĕvîyl;"(figuratively) silly";
H192;אֱוִיל מְרֹדַךְ;ʼĔvîyl Mᵉrôdak;"Evil-Merodak, a Babylonian king";
H193;אוּל;ʼûwl;"the body (as being rolled together), also powerful";
H194;אוּלַי;ʼûwlay;"if not, hence perhaps";
H195;אוּלַי;ʼÛwlay;"the Ulai (or Eulaeus), a river of Persia";
H196;אֱוִלִי;ʼĕvilîy;"silly, foolish, hence (morally) impious";
H197;אוּלָם;ʼûwlâm;"a vestibule (as bound to the building)";
H198;אוּלָם;ʼÛwlâm;"Ulam, the name of two Israelites";
H199;אוּלָם;ʼûwlâm;"however or on the contrary";
H200;אִוֶּלֶת;ʼivveleth;"silliness";
H201;אוֹמָר;ʼÔwmâr;"Omar, a grandson of Esau";
H202;אוֹן;ʼôwn;"ability, power, (figuratively) wealth";
H203;אוֹן;ʼÔwn;"On, an Israelite";
H204;אוֹן;ʼÔwn;"On, a city of Egypt";
H205;אָוֶן;ʼâven;"strictly nothingness, also trouble. vanity, wickedness, specifically an idol";
H206;אָוֶן;ʼÂven;"Aven, the contemptuous synonym of three places, one in Coele-Syria, one in Egypt (On), and one in Palestine (Bethel)";
H207;אוֹנוֹ;ʼÔwnôw;"Ono, a place in Palestine";
H208;אוֹנָם;ʼÔwnâm;"Onam, the name of an Edomite and of an Israelite";
H209;אוֹנָן;ʼÔwnân;"Onan, a son of Judah";
H210;אוּפָז;ʼÛwphâz;"Uphaz, a famous gold region";
H211;אוֹפִיר;ʼÔwphîyr;"Ophir, the name of a son of Joktan, and of a gold region in the East";
H212;אוֹפָן;ʼôwphân;"a wheel";
H213;אוּץ;ʼûwts;"to press, (by implication) to be close, hurry, withdraw";
H214;אוֹצָר;ʼôwtsâr;"a depository";
H215;אוֹר;ʼôwr;"to be (causative, make) luminous (literally and metaphorically)";
H216;אוֹר;ʼôwr;"illumination or (concrete) luminary (in every sense, including lightning, happiness, etc.)";
H217;אוּר;ʼûwr;"flame, hence (in the plural) the East (as being the region of light)";
H218;אוּר;ʼÛwr;"Ur, a place in Chaldaea, also an Israelite";
H219;אוֹרָה;ʼôwrâh;"luminousness, i.e. (figuratively) prosperity, also a plant (as being bright)";
H220;אֲוֵרָה;ʼăvêrâh;"a stall";
H221;אוּרִי;ʼÛwrîy;"Uri, the name of three Israelites";
H222;אוּרִיאֵל;ʼÛwrîyʼêl;"Uriel, the name of two Israelites";
H223;אוּרִיָּה;ʼÛwrîyâh;"Urijah, the name of one Hittite and five Israelites";
H224;אוּרִים;ʼÛwrîym;"Urim, the oracular brilliancy of the figures in the high-priest's breastplate";
H225;אוּת;ʼûwth;"properly, to come, i.e. (implied) to assent";
H226;אוֹת;ʼôwth;"a signal (literally or figuratively), as aflag, beacon, monument, omen, prodigy, evidence, etc.";
H227;אָז;ʼâz;"at that time or place, also as a conjunction, therefore";
H228;אֲזָא;ʼăzâʼ;"to kindle, (by implication) to heat";
H229;אֶזְבַּי;ʼEzbay;"Ezbai, an Israelite";
H230;אֲזָד;ʼăzâd;"firm";
H231;אֵזוֹב;ʼêzôwb;"hyssop";
H232;אֵזוֹר;ʼêzôwr;"something girt, a belt, also a band";
H233;אֲזַי;ʼăzay;"at that time";
H234;אַזְכָּרָה;ʼazkârâh;"a reminder, specifically remembrance-offering";
H235;אָזַל;ʼâzal;"to go away, hence, to disappear";
H236;אֲזַל;ʼăzal;"to depart";
H237;אֶזֶל;ʼezel;"Ezel, a memorial stone in Palestine";
H238;אָזַן;ʼâzan;"to broaden out the ear (with the hand), i.e. (by implication) to listen";
H239;אָזַן;ʼâzan;"to weigh, i.e. (figuratively) ponder";
H240;אָזֵן;ʼâzên;"a spade or paddle (as having a broad end)";
H241;אֹזֶן;ʼôzen;"broadness. i.e. (concrete) the ear (from its form in man)";
H242;אֻזֵּן שֶׁאֱרָה;ʼUzzên Sheʼĕrâh;"Uzzen-Sheerah, a place in Palestine";
H243;אַזְנוֹת תָּבוֹר;ʼAznôwth Tâbôwr;"Aznoth-Tabor, a place in Palestine";
H244;אׇזְנִי;ʼOznîy;"Ozni, an Israelite, also an Oznite (collectively), his descendant";
H245;אֲזַנְיָה;ʼĂzanyâh;"Azanjah, an Israelite";
H246;אֲזִקִּים;ʼăziqqîym;"manacles";
H247;אָזַר;ʼâzar;"to belt";
H248;אֶזְרוֹעַ;ʼezrôwaʻ;"the arm";
H249;אֶזְרָח;ʼezrâch;"a spontaneous growth, i.e. native (tree or persons)";
H250;אֶזְרָחִי;ʼEzrâchîy;"an Ezrachite or descendant of Zerach";
H251;אָח;ʼâch;"a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like father))";
H252;אַח;ʼach;"{a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance)}";
H253;אָח;ʼâch;"Oh! (expressive of grief or surprise)";
H254;אָח;ʼâch;"a fire-pot or chafing dish";
H255;אֹחַ;ʼôach;"a howler or lonesome wild animal";
H256;אַחְאָב;ʼAchʼâb;"Achab, the name of a king of Israel and of a prophet at Babylon";
H257;אַחְבָן;ʼAchbân;"Achban, an Israelite";
H258;אָחַד;ʼâchad;"to unify, i.e. (figuratively) collect (one's thoughts)";
H259;אֶחָד;ʼechâd;"properly, united, i.e. one, or (as an ordinal) first";
H260;אָחוּ;ʼâchûw;"a bulrush or any marshy grass (particularly that along the Nile)";
H261;אֵחוּד;ʼÊchûwd;"Echud, the name of three Israelites";
H262;אַחְוָה;ʼachvâh;"an utterance";
H263;אַחֲוָה;ʼachăvâh;"solution (of riddles)";
H264;אַחֲוָה;ʼachăvâh;"fraternity";
H265;אֲחוֹחַ;ʼĂchôwach;"Achoach, an Israelite";
H266;אֲחוֹחִי;ʼĂchôwchîy;"an Achochite or descendant of Achoach";
H267;אֲחוּמַי;ʼĂchûwmay;"Achumai, an Israelite";
H268;אָחוֹר;ʼâchôwr;"the hinder part, hence (adverb) behind, backward, also (as facing north) the West";
H269;אָחוֹת;ʼâchôwth;"a sister (used very widely (like brother), literally and figuratively)";
H270;אָחַז;ʼâchaz;"to seize (often with the accessory idea of holding in possession)";
H271;אָחָז;ʼÂchâz;"Achaz, the name of a Jewish king and of an Israelite";
H272;אֲחֻזָּה;ʼăchuzzâh;"something seized, i.e. a possession (especially of land)";
H273;אַחְזַי;ʼAchzay;"Achzai, an Israelite";
H274;אֲחַזְיָה;ʼĂchazyâh;"Achazjah, the name of a Jewish and an Israelite king";
H275;אֲחֻזָּם;ʼĂchuzzâm;"Achuzzam, an Israelite";
H276;אֲחֻזַּת;ʼĂchuzzath;"Achuzzath, a Philistine";
H277;אֲחִי;ʼĂchîy;"Achi, the name of two Israelites";
H278;אֵחִי;ʼÊchîy;"Echi, an Israelite";
H279;אֲחִיאָם;ʼĂchîyʼâm;"Achiam, an Israelite";
H280;אֲחִידָה;ʼăchîydâh;"an enigma";
H281;אֲחִיָּה;ʼĂchîyâh;"Achijah, the name of nine Israelites";
H282;אֲחִיהוּד;ʼĂchîyhûwd;"Achihud, an Israelite";
H283;אַחְיוֹ;ʼAchyôw;"Achio, the name of three Israelites";
H284;אֲחִיחֻד;ʼĂchîychud;"Achichud, an Israelite";
H285;אֲחִיטוּב;ʼĂchîyṭûwb;"Achitub, the name of several priests";
H286;אֲחִילוּד;ʼĂchîylûwd;"Achilud, an Israelite";
H287;אֲחִימוֹת;ʼĂchîymôwth;"Achimoth, an Israelite";
H288;אֲחִימֶלֶךְ;ʼĂchîymelek;"Achimelek, the name of an Israelite and of a Hittite";
H289;אֲחִימַן;ʼĂchîyman;"Achiman, the name of an Anakite and of an Israelite";
H290;אֲחִימַעַץ;ʼĂchîymaʻats;"Achimaats, the name of three Israelites";
H291;אַחְיָן;ʼAchyân;"Achjan, an Israelite";
H292;אֲחִינָדָב;ʼĂchîynâdâb;"Achinadab, an Israelite";
H293;אֲחִינֹעַם;ʼĂchîynôʻam;"Achinoam, the name of two Israelitesses";
H294;אֲחִיסָמָךְ;ʼĂchîyçâmâk;"Achisamak, an Israelite";
H295;אֲחִיעֶזֶר;ʼĂchîyʻezer;"Achiezer, the name of two Israelites";
H296;אֲחִיקָם;ʼĂchîyqâm;"Achikam, an Israelite";
H297;אֲחִירָם;ʼĂchîyrâm;"Achiram, an Israelite";
H298;אֲחִירָמִי;ʼĂchîyrâmîy;"an Achiramite or descendant (collectively) of Achiram";
H299;אֲחִירַע;ʼĂchîyraʻ;"Achira, an Israelite";
H300;אֲחִישַׁחַר;ʼĂchîyshachar;"Achishachar, an Israelite";
H301;אֲחִישָׁר;ʼĂchîyshâr;"Achishar, an Israelite";
H302;אֲחִיתֹפֶל;ʼĂchîythôphel;"Achithophel, an Israelite";
H303;אַחְלָב;ʼAchlâb;"Achlab, a place in Palestine";
H304;אַחְלַי;ʼAchlay;"Achlai, the name of an Israelitess and of an Israelite";
H305;אַחֲלַי;ʼachălay;"would that!";
H306;אַחְלָמָה;ʼachlâmâh;"a gem, probably the amethyst";
H307;אַחְמְתָא;ʼAchmᵉthâʼ;"Achmetha (i.e. Ecbatana), the summer capital of Persia";
H308;אֲחַסְבַּי;ʼĂchaçbay;"Achasbai, an Israelite";
H309;אָחַר;ʼâchar;"to loiter (i.e. be behind), by implication to procrastinate";
H310;אַחַר;ʼachar;"properly, the hind part, generally used as an adverb or conjunction, after (in various senses)";
H311;אַחַר;ʼachar;"after";
H312;אַחֵר;ʼachêr;"properly, hinder, generally, next, other, etc.";
H313;אַחֵר;ʼAchêr;"Acher, an Israelite";
H314;אַחֲרוֹן;ʼachărôwn;"hinder, generally, late or last, specifically (as facing the east) western";
H315;אַחְרַח;ʼAchrach;"Achrach, an Israelite";
H316;אֲחַרְחֵל;ʼĂcharchêl;"Acharchel, an Israelite";
H317;אׇחֳרִי;ʼochŏrîy;"other";
H318;אׇחֳרֵין;ʼochŏrêyn;"last";
H319;אַחֲרִית;ʼachărîyth;"the last or end, hence, the future, also posterity";
H320;אַחֲרִית;ʼachărîyth;"later";
H321;אׇחֳרָן;ʼochŏrân;"other";
H322;אֲחֹרַנִּית;ʼăchôrannîyth;"backwards";
H323;אֲחַשְׁדַּרְפַּן;ʼăchashdarpan;"a satrap or governorof amain province (of Persia)";
H324;אֲחַשְׁדַּרְפַּן;ʼăchashdarpan;"{a satrap or governorof amain province (of Persia)}";
H325;אֲחַשְׁוֵרוֹשׁ;ʼĂchashvêrôwsh;"Achashverosh (i.e. Ahasuerus or Artaxerxes, but in this case Xerxes), the title (rather than name) of a Persian king";
H326;אֲחַשְׁתָּרִי;ʼăchashtârîy;"an achastarite (i.e. courier), the designation (rather than name) of an Israelite";
H327;אֲחַשְׁתָּרָן;ʼăchashtârân;"a mule";
H328;אַט;ʼaṭ;"(as a noun) a necromancer (from their soft incantations), (as an adverb) gently";
H329;אָטָד;ʼâṭâd;"a thorn-tree (especially the buckthorn)";
H330;אֵטוּן;ʼêṭûwn;"properly, twisted (yarn), i.e. tapestry";
H331;אָטַם;ʼâṭam;"to close (the lips or ears), by analology to contract (a window by bevelled jambs)";
H332;אָטַר;ʼâṭar;"to close up";
H333;אָטֵר;ʼÂṭêr;"Ater, the name of three Israelites";
H334;אִטֵּר;ʼiṭṭêr;"shut up, i.e. impeded (as to the use of the right hand)";
H335;אַי;ʼay;"where? hence how?";
H336;אִי;ʼîy;"not";
H337;אִי;ʼîy;"alas!";
H338;אִי;ʼîy;"a howler (used only in the plural), i.e. any solitary wild creature";
H339;אִי;ʼîy;"properly, a habitable spot (as desirable), dry land, a coast, an island";
H340;אָיַב;ʼâyab;"to hate (as one of an opposite tribe or party), hence to be hostile";
H341;אֹיֵב;ʼôyêb;"hating, an adversary";
H342;אֵיבָה;ʼêybâh;"hostility";
H343;אֵיד;ʼêyd;"oppression, by implication misfortune, ruin";
H344;אַיָּה;ʼayâh;"the screamer, i.e. a hawk";
H345;אַיָּה;ʼAyâh;"Ajah, the name of two Israelites";
H346;אַיֵּה;ʼayêh;"where?";
H347;אִיּוֹב;ʼÎyôwb;"Ijob, the patriarch famous for his patience";
H348;אִיזֶבֶל;ʼÎyzebel;"Izebel, the wife of king Ahab";
H349;אֵיךְ;ʼêyk;"how? or how!, also where";
H350;אִי־כָבוֹד;ʼÎy-kâbôwd;"Ikabod, a son of Phineas";
H351;אֵיכֹה;ʼêykôh;"where";
H352;אַיִל;ʼayil;"properly, strength, hence, anything strong, specifically a chief (politically), also a ram (from his strength), a pilaster (as a strong support), an oak or other strong tree";
H353;אֱיָל;ʼĕyâl;"strength";
H354;אַיָּל;ʼayâl;"a stag or male deer";
H355;אַיָּלָה;ʼayâlâh;"a doe or female deer";
H356;אֵילוֹן;ʼÊylôwn;"Elon, the name of a place in Palestine, and also of one Hittite, two Israelites";
H357;אַיָּלוֹן;ʼAyâlôwn;"Ajalon, the name of five places in Palestine";
H358;אֵילוֹן בֵּית חָנָן;ʼÊylôwn Bêyth Chânân;"Elon of Beth-chanan, a place in Palestine";
H359;אֵילוֹת;ʼÊylôwth;"Eloth or Elath, a place on the Red Sea";
H360;אֱיָלוּת;ʼĕyâlûwth;"power, by implication, protection";
