StrongID;OriginalWord;Transliteration;EnglishDefinition;HungarianDefinition
G69;ἀγρυπνέω;agrypnéō;" to be sleepless, i.e. keep awake";
G70;ἀγρυπνία;agrypnía;" sleeplessness, i.e. a keeping awake";
G71;ἄγω;ágō;" properly, to lead, by implication, to bring, drive, (reflexively) go, (specially) pass (time), or (figuratively) induce";
G72;ἀγωγή;agōgḗ;" a bringing up, i.e. mode of living";
G73;ἀγών;agṓn;" properly, a place of assembly (as if led), i.e. (by implication) a contest (held there), figuratively, an effort or anxiety";
G74;ἀγωνία;agōnía;" a struggle (properly, the state), i.e. (figuratively) anguish";
G75;ἀγωνίζομαι;agōnízomai;" to struggle, literally (to compete for a prize), figuratively (to contend with an adversary), or genitive case (to endeavor to accomplish something)";
G76;Ἀδάμ;Adám;" Adam, the first man, typically (of Jesus) man (as his representative)";
G77;ἀδάπανος;adápanos;" and G1160 (δαπάνη), costless, i.e. gratuitous";
G78;Ἀδδί;Addí;" Addi, an Israelite";
G79;ἀδελφή;adelphḗ;" a sister (naturally or ecclesiastically)";
G80;ἀδελφός;adelphós;" a brother (literally or figuratively) near or remote (much like G1 (Α))";
G81;ἀδελφότης;adelphótēs;" brotherhood (properly, the feeling of brotherliness), i.e. the (Christian) fraternity";
G82;ἄδηλος;ádēlos;" hidden, figuratively, indistinct";
G83;ἀδηλότης;adēlótēs;" uncertainty";
G84;ἀδήλως;adḗlōs;" uncertainly";
G85;ἀδημονέω;adēmonéō;" to be in distress (of mind)";
G86;ᾅδης;háidēs;" properly, unseen, i.e. 'Hades' or the place (state) of departed souls";
G87;ἀδιάκριτος;adiákritos;" properly, undistinguished, i.e. (actively) impartial";
G88;ἀδιάλειπτος;adiáleiptos;" unintermitted, i.e. permanent";
G89;ἀδιαλείπτως;adialeíptōs;" uninterruptedly, i.e. without omission (on an appropriate occasion)";
G90;ἀδιαφθορία;adiaphthoría;" incorruptibleness, i.e. (figuratively) purity (of doctrine)";
G91;ἀδικέω;adikéō;" to be unjust, i.e. (actively) do wrong (morally, socially or physically)";
G92;ἀδίκημα;adíkēma;" a wrong done";
G93;ἀδικία;adikía;" (legal) injustice (properly, the quality, by implication, the act), morally, wrongfulness (of character, life or act)";
G94;ἄδικος;ádikos;" unjust, by extension wicked, by implication, treacherous, specially, heathen";
G95;ἀδίκως;adíkōs;" unjustly";
G96;ἀδόκιμος;adókimos;" unapproved, i.e. rejected, by implication, worthless (literally or morally)";
G97;ἄδολος;ádolos;" and G1388 (δόλος), undeceitful, i.e. (figuratively) unadulterated";
G98;Ἀδραμυττηνός;Adramyttēnós;" Adramyttene or belonging to Adramyttium";
G99;Ἀδρίας;Adrías;" the Adriatic sea (including the Ionian)";
G100;ἁδρότης;hadrótēs;" plumpness, i.e. (figuratively) liberality";
G101;ἀδυνατέω;adynatéō;" to be unable, i.e. (passively) impossible";
G102;ἀδύνατος;adýnatos;" unable, i.e. weak (literally or figuratively), passively, impossible";
G103;ᾄδω;áidō;" to sing";
G104;ἀεί;aeí;" 'ever,' by qualification regularly, by implication, earnestly";
G105;ἀετός;aetós;" an eagle (from its wind-like flight)";
G106;ἄζυμος;ázymos;" unleavened, i.e. (figuratively) uncorrupted, (in the neutral plural) specially (by implication) the Passover week";
G107;Ἀζώρ;Azṓr;" Azor, an Israelite";
G108;Ἄζωτος;Ázōtos;" Azotus (i.e. Ashdod), a place in Palestine";
G109;ἀήρ;aḗr;" by analogy, to blow), 'air' (as naturally circumambient)";
G110;ἀθανασία;athanasía;" deathlessness";
G111;ἀθέμιτος;athémitos;" from the base of G5087 (τίθημι)), illegal, by implication, flagitious";
G112;ἄθεος;átheos;" godless";
G113;ἄθεσμος;áthesmos;" lawless, i.e. (by implication) criminal";
G114;ἀθετέω;athetéō;" to set aside, i.e. (by implication) to disesteem, neutralize or violate";
G115;ἀθέτησις;athétēsis;" cancellation (literally or figuratively)";
G116;Ἀθῆναι;Athēnai;" Athenæ, the capitol of Greece";
G117;Ἀθηναῖος;Athēnaîos;" an Athenæan or inhabitant of Athenæ";
G118;ἀθλέω;athléō;" to contend in the competitive games";
G119;ἄθλησις;áthlēsis;" a struggle (figuratively)";
G120;ἀθυμέω;athyméō;" to be spiritless, i.e. disheartened";
G121;ἄθωος;áthōos;" not guilty";
G122;αἴγειος;aígeios;" belonging to a goat";
G123;αἰγιαλός;aigialós;" a beach (on which the waves dash)";
G124;Αἰγύπτιος;Aigýptios;" an Ægyptian or inhabitant of Ægyptus";
G125;Αἴγυπτος;Aígyptos;" Ægyptus, the land of the Nile";
G126;ἀΐδιος;aḯdios;" everduring (forward and backward, or forward only)";
G127;αἰδώς;aidṓs;" bashfulness, i.e. (towards men), modesty or (towards God) awe";
G128;Αἰθίοψ;Aithíops;" an Æthiopian (as a blackamoor)";
G129;αἷμα;haîma;" blood, literally (of men or animals), figuratively (the juice of grapes) or specially (the atoning blood of Christ), by implication, bloodshed, also kindred";
G130;αἱματεκχυσία;haimatekchysía;" an effusion of blood";
G131;αἱμοῤῥέω;haimorrhéō;" to flow blood, i.e. have a hæmorrhage";
G132;Αἰνέας;Ainéas;" Ænĕas, an Israelite";
G133;αἴνεσις;aínesis;" a praising (the act), i.e. (specially) a thank(-offering)";
G134;αἰνέω;ainéō;" to praise (God)";
G135;αἴνιγμα;aínigma;" an obscure saying ('enigma'), i.e. (abstractly) obscureness";
G136;αἶνος;aînos;" properly, a story, but used in the sense of G1868 (ἔπαινος), praise (of God)";
G137;Αἰνών;Ainṓn;" Ænon, a place in Palestine";
G138;αἱρέομαι;hairéomai;" to take for oneself, i.e. to prefer";
G139;αἵρεσις;haíresis;" properly, a choice, i.e. (specially) a party or (abstractly) disunion";
G140;αἱρετίζω;hairetízō;" to make a choice";
G141;αἱρετικός;hairetikós;" a schismatic";
G142;αἴρω;aírō;" to lift up, by implication, to take up or away, figuratively, to raise (the voice), keep in suspense (the mind), specially, to sail away (i.e. weigh anchor), by Hebraism (compare H05375) to expiate sin";
G143;αἰσθάνομαι;aisthánomai;" to apprehend (properly, by the senses)";
G144;αἴσθησις;aísthēsis;" perception, i.e. (figuratively) discernment";
G145;αἰσθητήριον;aisthētḗrion;" properly, an organ of perception, i.e. (figuratively) judgment";
G146;αἰσχροκερδής;aischrokerdḗs;" sordid";
G147;αἰσχροκερδῶς;aischrokerdōs;" sordidly";
G148;αἰσχρολογία;aischrología;" vile conversation";
G149;αἰσχρόν;aischrón;" a shameful thing, i.e. indecorum";
G150;αἰσχρός;aischrós;" shameful, i.e. base (specially, venal)";
G151;αἰσχρότης;aischrótēs;" shamefulness, i.e. obscenity";
G152;αἰσχύνη;aischýnē;" shame or disgrace (abstractly or concretely)";
G153;αἰσχύνομαι;aischýnomai;" to feel shame (for oneself)";
G154;αἰτέω;aitéō;" to ask (in genitive case)";
G155;αἴτημα;aítēma;" a thing asked or (abstractly) an asking";
G156;αἰτία;aitía;" a cause (as if asked for), i.e. (logical) reason (motive, matter), (legal) crime (alleged or proved)";
G157;αἰτίαμα;aitíama;" a thing charged";
G158;αἴτιον;aítion;" a reason or crime (like G156 (αἰτία))";
G159;αἴτιος;aítios;" causative, i.e. (concretely) a causer";
G160;αἰφνίδιος;aiphnídios;" unexpected, i.e. (adverbially) suddenly";
G161;αἰχμαλωσία;aichmalōsía;" captivity";
G162;αἰχμαλωτεύω;aichmalōteúō;" to capture (like G163 (αἰχμαλωτίζω))";
G163;αἰχμαλωτίζω;aichmalōtízō;" to make captive";
G164;αἰχμάλωτος;aichmálōtos;" properly, a prisoner of war, i.e. (genitive case) a captive";
G165;αἰών;aiṓn;" properly, an age, by extension, perpetuity (also past), by implication, the world, specially (Jewish) a Messianic period (present or future)";
G166;αἰώνιος;aiṓnios;" perpetual (also used of past time, or past and future as well)";
G167;ἀκαθαρσία;akatharsía;" impurity (the quality), physically or morally";
G168;ἀκαθάρτης;akathártēs;" impurity (the state), morally";
G169;ἀκάθαρτος;akáthartos;" impure (ceremonially, morally (lewd) or specially, (demonic))";
G170;ἀκαιρέομαι;akairéomai;" to be inopportune (for oneself), i.e. to fail of a proper occasion";
G171;ἀκαίρως;akaírōs;" inopportunely";
G172;ἄκακος;ákakos;" not bad, i.e. (objectively) innocent or (subjectively) unsuspecting";
G173;ἄκανθα;ákantha;" a thorn";
G174;ἀκάνθινος;akánthinos;" thorny";
G175;ἄκαρπος;ákarpos;" barren (literally or figuratively)";
G176;ἀκατάγνωστος;akatágnōstos;" unblamable";
G177;ἀκατακάλυπτος;akatakályptos;" unveiled";
G178;ἀκατάκριτος;akatákritos;" without (legal) trial";
G179;ἀκατάλυτος;akatálytos;" indissoluble, i.e. (figuratively) permanent";
G180;ἀκατάπαυστος;akatápaustos;" unrefraining";
G181;ἀκαταστασία;akatastasía;" instability, i.e. disorder";
G182;ἀκατάστατος;akatástatos;" inconstant";
G183;ἀκατάσχετος;akatáschetos;" unrestrainable";
G184;Ἀκελδαμά;Akeldamá;" corresponding to H02506 and H01818), Akeldama, a place near Jerusalem";
G185;ἀκέραιος;akéraios;" unmixed, i.e. (figuratively) innocent";
G186;ἀκλινής;aklinḗs;" not leaning, i.e. (figuratively) firm";
G187;ἀκμάζω;akmázō;" to make a point, i.e. (figuratively) mature";
G188;ἀκμήν;akmḗn;" adverbially, just now, i.e. still";
G189;ἀκοή;akoḗ;" hearing (the act, the sense or the thing heard)";
G190;ἀκολουθέω;akolouthéō;" properly, to be in the same way with, i.e. to accompany (specially, as a disciple)";
G191;ἀκούω;akoúō;" to hear (in various senses)";
G192;ἀκρασία;akrasía;" want of self-restraint";
G193;ἀκρατής;akratḗs;" powerless, i.e. without self-control";
G194;ἄκρατος;ákratos;" undiluted";
G195;ἀκρίβεια;akríbeia;" exactness";
G196;ἀκριβέστατος;akribéstatos;" most exact";
G197;ἀκριβέστερον;akribésteron;" (adverbially) more exactly";
G198;ἀκριβόω;akribóō;" to be exact, i.e. ascertain";
G199;ἀκριβῶς;akribōs;" exactly";
G200;ἀκρίς;akrís;" a locust (as pointed, or as lighting on the top of vegetation)";
G201;ἀκροατήριον;akroatḗrion;" an audience-room";
G202;ἀκροατής;akroatḗs;" apparently an intensive of G191 (ἀκούω)), a hearer (merely)";
G203;ἀκροβυστία;akrobystía;" the prepuce, by implication, an uncircumcised (i.e. gentile, figuratively, unregenerate) state or person";
G204;ἀκρογωνιαῖος;akrogōniaîos;" belonging to the extreme corner";
G205;ἀκροθίνιον;akrothínion;" properly (in the plural) the top of the heap, i.e. (by implication) best of the booty";
G206;ἄκρον;ákron;" the extremity";
G207;Ἀκύλας;Akýlas;" Akulas, an Israelite";
G208;ἀκυρόω;akyróō;" to invalidate";
G209;ἀκωλύτως;akōlýtōs;" in an unhindered manner, i.e. freely";
G210;ἄκων;ákōn;" unwilling";
G211;ἀλάβαστρον;alábastron;" properly, an 'alabaster' box, i.e. (by extension) a perfume vase (of any material)";
G212;ἀλαζονεία;alazoneía;" braggadocio, i.e. (by implication) self-confidence";
G213;ἀλαζών;alazṓn;" braggart";
G214;ἀλαλάζω;alalázō;" to vociferate, i.e. (by implication) to wail, figuratively, to clang";
G215;ἀλάλητος;alálētos;" unspeakable";
G216;ἄλαλος;álalos;" mute";
G217;ἅλας;hálas;" salt, figuratively, prudence";
G218;ἀλείφω;aleíphō;" to oil (with perfume)";
G219;ἀλεκτοροφωνία;alektorophōnía;" cock-crow, i.e. the third night-watch";
G220;ἀλέκτωρ;aléktōr;" a cock or male fowl";
G221;Ἀλεξανδρεύς;Alexandreús;" an Alexandreian or inhabitant of Alexandria";
G222;Ἀλεξανδρῖνος;Alexandrînos;" Alexandrine, or belonging to Alexandria";
G223;Ἀλέξανδρος;Aléxandros;" man-defender, Alexander, the name of three Israelites and one other man";
G224;ἄλευρον;áleuron;" flour";
G225;ἀλήθεια;alḗtheia;" truth";
G226;ἀληθεύω;alētheúō;" to be true (in doctrine and profession)";
G227;ἀληθής;alēthḗs;" true (as not concealing)";
G228;ἀληθινός;alēthinós;" truthful";
G229;ἀλήθω;alḗthō;" to grind";
G230;ἀληθῶς;alēthōs;" truly";
G231;ἁλιεύς;halieús;" a sailor (as engaged on the salt water), i.e. (by implication) a fisher";
G232;ἁλιεύω;halieúō;" to be a fisher, i.e. (by implication) to fish";
G233;ἁλίζω;halízō;" to salt";
G234;ἀλίσγεμα;alísgema;" (ceremonially) defilement";
G235;ἀλλά;allá;" properly, other things, i.e. (adverbially) contrariwise (in many relations)";
G236;ἀλλάσσω;allássō;" to make different";
G237;ἀλλαχόθεν;allachóthen;" from elsewhere";
G238;ἀλληγορέω;allēgoréō;" to allegorize";
G239;ἀλληλουϊα;allēlouïa;" praise ye Jah!, an adoring exclamation";
G240;ἀλλήλων;allḗlōn;" one another";
G241;ἀλλογενής;allogenḗs;" foreign, i.e. not a Jew";
G242;ἅλλομαι;hállomai;" to jump, figuratively, to gush";
G243;ἄλλος;állos;" 'else,' i.e. different (in many applications)";
G244;ἀλλοτριεπίσκοπος;allotriepískopos;" overseeing others' affairs, i.e. a meddler (specially, in Gentile customs)";
G245;ἀλλότριος;allótrios;" another's, i.e. not one's own, by extension foreign, not akin, hostile";
G246;ἀλλόφυλος;allóphylos;" foreign, i.e. (specially) Gentile";
G247;ἄλλως;állōs;" differently";
G248;ἀλοάω;aloáō;" to tread out grain";
G249;ἄλογος;álogos;" irrational";
G250;ἀλόη;alóē;" aloes (the gum)";
G251;ἅλς;háls;" 'salt'";
G252;ἁλυκός;halykós;" briny";
G253;ἀλυπότερος;alypóteros;" more without grief";
G254;ἅλυσις;hálysis;" a fetter or manacle";
G255;ἀλυσιτελής;alysitelḗs;" gainless, i.e. (by implication) pernicious";
G256;Ἀλφαῖος;Alphaîos;" Alphæus, an Israelite";
G257;ἅλων;hálōn;" a threshing-floor (as rolled hard), i.e. (figuratively) the grain (and chaff, as just threshed)";
G258;ἀλώπηξ;alṓpēx;" a fox, i.e. (figuratively) a cunning person";
G259;ἅλωσις;hálōsis;" capture, be taken. ";
G260;ἅμα;háma;" properly, at the 'same' time, but freely used as a preposition or adverb denoting close association";
G261;ἀμαθής;amathḗs;" ignorant";
G262;ἀμαράντινος;amarántinos;" 'amaranthine', i.e. (by implication) fadeless";
G263;ἀμάραντος;amárantos;" unfading, i.e. (by implication) perpetual";
G264;ἁμαρτάνω;hamartánō;" properly, to miss the mark (and so not share in the prize), i.e. (figuratively) to err, especially (morally) to sin";
G265;ἁμάρτημα;hamártēma;" a sin (properly concrete)";
G266;ἁμαρτία;hamartía;" a sin (properly abstract)";
G267;ἀμάρτυρος;amártyros;" unattested";
G268;ἁμαρτωλός;hamartōlós;" sinful, i.e. a sinner";
G269;ἄμαχος;ámachos;" peaceable";
G270;ἀμάω;amáō;" properly, to collect, i.e. (by implication) reap";
G271;ἀμέθυστος;améthystos;" the 'amethyst' (supposed to prevent intoxication)";
G272;ἀμελέω;ameléō;" to be careless of";
G273;ἄμεμπτος;ámemptos;" irreproachable";
G274;ἀμέμπτως;amémptōs;" faultlessly";
G275;ἀμέριμνος;amérimnos;" not anxious";
G276;ἀμετάθετος;ametáthetos;" unchangeable, or (neuter as abstract) unchangeability";
G277;ἀμετακίνητος;ametakínētos;" immovable";
G278;ἀμεταμέλητος;ametamélētos;" irrevocable";
G279;ἀμετανόητος;ametanóētos;" unrepentant";
G280;ἄμετρος;ámetros;" immoderate";
G281;ἀμήν;amḗn;" properly, firm, i.e. (figuratively) trustworthy, adverbially, surely (often as interjection, so be it)";
G282;ἀμήτωρ;amḗtōr;" motherless, i.e. of unknown maternity";
G283;ἀμίαντος;amíantos;" unsoiled, i.e. (figuratively) pure";
G284;Ἀμιναδάβ;Aminadáb;" Aminadab, an Israelite";
G285;ἄμμος;ámmos;" sand (as heaped on the beach)";
G286;ἀμνός;amnós;" a lamb";
G287;ἀμοιβή;amoibḗ;" requital";
G288;ἄμπελος;ámpelos;" a vine (as coiling about a support)";
G289;ἀμπελουργός;ampelourgós;" a vine-worker, i.e. pruner";
G290;ἀμπελών;ampelṓn;" a vineyard";
G291;Ἀμπλίας;Amplías;" Amplias, a Roman Christian";
G292;ἀμύνομαι;amýnomai;" to ward off (for oneself), i.e. protect";
G293;ἀμφίβληστρον;amphíblēstron;" a (fishing) net (as thrown about the fish)";
G294;ἀμφιέννυμι;amphiénnymi;" to enrobe";
G295;Ἀμφίπολις;Amphípolis;" a city surrounded by a river, Amphipolis, a place in Macedonia";
G296;ἄμφοδον;ámphodon;" a fork in the road";
G297;ἀμφότερος;amphóteros;" (in plural) both";
G298;ἀμώμητος;amṓmētos;" unblamable";
G299;ἄμωμος;ámōmos;" unblemished (literally or figuratively)";
G300;Ἀμών;Amṓn;" Amon, an Israelite";
G301;Ἀμώς;Amṓs;" Amos, an Israelite";
G302;ἄν;án;"";
G303;ἀνά;aná;" properly, up, but (by extension) used (distributively) severally, or (locally) at (etc.)";
G304;ἀναβαθμός;anabathmós;" a stairway";
G305;ἀναβαίνω;anabaínō;" to go up (literally or figuratively)";
G306;ἀναβάλλομαι;anabállomai;" to put off (for oneself)";
G307;ἀναβιβάζω;anabibázō;" to cause to go up, i.e. haul (a net)";
G308;ἀναβλέπω;anablépō;" to look up, by implication, to recover sight";
G309;ἀνάβλεψις;anáblepsis;" restoration of sight";
G310;ἀναβοάω;anaboáō;" to halloo";
G311;ἀναβολή;anabolḗ;" a putting off";
G312;ἀναγγέλλω;anangéllō;" to announce (in detail)";
G313;ἀναγεννάω;anagennáō;" to beget or (by extension) bear (again)";
G314;ἀναγινώσκω;anaginṓskō;" to know again, i.e. (by extension) to read";
G315;ἀναγκάζω;anankázō;" to necessitate";
G316;ἀναγκαῖος;anankaîos;" necessary, by implication, close (of kin)";
G317;ἀναγκαστῶς;anankastōs;" compulsorily";
G318;ἀνάγκη;anánkē;" constraint (literally or figuratively), by implication, distress";
G319;ἀναγνωρίζομαι;anagnōrízomai;" to make (oneself) known";
G320;ἀνάγνωσις;anágnōsis;" (the act of) reading";
G321;ἀνάγω;anágō;" to lead up, by extension to bring out, specially, to sail away";
G322;ἀναδείκνυμι;anadeíknymi;" to exhibit, i.e. (by implication) to indicate, appoint";
G323;ἀνάδειξις;anádeixis;" (the act of) exhibition";
G324;ἀναδέχομαι;anadéchomai;" to entertain (as a guest)";
G325;ἀναδίδωμι;anadídōmi;" to hand over";
G326;ἀναζάω;anazáō;" to recover life (literally or figuratively)";
G327;ἀναζητέω;anazētéō;" to search out";
G328;ἀναζώννυμι;anazṓnnymi;" to gird afresh";
G329;ἀναζωπυρέω;anazōpyréō;" to re-enkindle";
G330;ἀναθάλλω;anathállō;" to revive";
G331;ἀνάθεμα;anáthema;" a (religious) ban or (concretely) excommunicated (thing or person)";
G332;ἀναθεματίζω;anathematízō;" to declare or vow under penalty of execration";
G333;ἀναθεωρέω;anatheōréō;" to look again (i.e. attentively) at (literally or figuratively)";
G334;ἀνάθημα;anáthēma;" a votive offering";
G335;ἀναίδεια;anaídeia;" impudence, i.e. (by implication) importunity";
G336;ἀναίρεσις;anaíresis;" (the act of) killing";
G337;ἀναιρέω;anairéō;" to take up, i.e. adopt, by implication, to take away (violently), i.e. abolish, murder";
G338;ἀναίτιος;anaítios;" innocent";
G339;ἀνακαθίζω;anakathízō;" properly, to set up, i.e. (reflexively) to sit up";
G340;ἀνακαινίζω;anakainízō;" to restore";
G341;ἀνακαινόω;anakainóō;" to renovate";
G342;ἀνακαίνωσις;anakaínōsis;" renovation";
G343;ἀνακαλύπτω;anakalýptō;" to unveil";
G344;ἀνακάμπτω;anakámptō;" to turn back";
G345;ἀνακεῖμαι;anakeîmai;" to recline (as a corpse or at a meal)";
G346;ἀνακεφαλαίομαι;anakephalaíomai;" to sum up";
G347;ἀνακλίνω;anaklínō;" to lean back";
G348;ἀνακόπτω;anakóptō;" to beat back, i.e. check";
G349;ἀνακράζω;anakrázō;" to scream up (aloud)";
G350;ἀνακρίνω;anakrínō;" properly, to scrutinize, i.e. (by implication) investigate, interrogate, determine";
G351;ἀνάκρισις;anákrisis;" a (judicial) investigation";
G352;ἀνακύπτω;anakýptō;" to unbend, i.e. rise, figuratively, be elated";
G353;ἀναλαμβάνω;analambánō;" to take up";
G354;ἀνάληψις;análēpsis;" ascension";
G355;ἀναλίσκω;analískō;" properly, to use up, i.e. destroy";
G356;ἀναλογία;analogía;" proportion";
G357;ἀναλογίζομαι;analogízomai;" to estimate, i.e. (figuratively) contemplate";
G358;ἄναλος;ánalos;" saltless, i.e. insipid";
G359;ἀνάλυσις;análysis;" departure";
G360;ἀναλύω;analýō;" to break up, i.e. depart (literally or figuratively)";
G361;ἀναμάρτητος;anamártētos;" sinless";
G362;ἀναμένω;anaménō;" to await";
G363;ἀναμιμνήσκω;anamimnḗskō;" to remind, (reflexively) to recollect";
G364;ἀνάμνησις;anámnēsis;" recollection";
G365;ἀνανεόω;ananeóō;" to renovate, i.e. reform";
G366;ἀνανήφω;ananḗphō;" to become sober again, i.e. (figuratively) regain (one's) senses";
G367;Ἀνανίας;Ananías;" Ananias, the name of three Israelites";
G368;ἀναντίῤῥητος;anantírrhētos;" indisputable";
G369;ἀναντιῤῥήτως;anantirrhḗtōs;" promptly";
G370;ἀνάξιος;anáxios;" unfit";
G371;ἀναξίως;anaxíōs;" irreverently";
G372;ἀνάπαυσις;anápausis;" intermission, by implication, recreation";
G373;ἀναπαύω;anapaúō;" (reflexively) to repose (literally or figuratively (be exempt), remain), by implication, to refresh";
G374;ἀναπείθω;anapeíthō;" to incite";
G375;ἀναπέμπω;anapémpō;" to send up or back";
G376;ἀνάπηρος;anápēros;" crippled";
G377;ἀναπίπτω;anapíptō;" to fall back, i.e. lie down, lean back";
G378;ἀναπληρόω;anaplēróō;" to complete, by implication, to occupy, supply, figuratively, to accomplish (by coincidence ot obedience)";
G379;ἀναπολόγητος;anapológētos;" indefensible";
G380;ἀναπτύσσω;anaptýssō;" to unroll (a scroll or volume)";
G381;ἀνάπτω;anáptō;" to enkindle";
G382;ἀναρίθμητος;anaríthmētos;" unnumbered, i.e. without number";
G383;ἀνασείω;anaseíō;" figuratively, to excite";
G384;ἀνασκευάζω;anaskeuázō;" properly, to pack up (baggage), i.e. (by implication, and figuratively) to upset";
G385;ἀνασπάω;anaspáō;" to take up or extricate";
G386;ἀνάστασις;anástasis;" a standing up again, i.e. (literally) a resurrection from death (individual, genitive case or by implication, (its author)), or (figuratively) a (moral) recovery (of spiritual truth)";
G387;ἀναστατόω;anastatóō;" properly, to drive out of home, i.e. (by implication) to disturb (literally or figuratively)";
