StrongID;OriginalWord;Transliteration;EnglishDefinition;HungarianDefinition
G133;αἴνεσις;aínesis; a praising (the act), i.e. (specially) a thank(-offering);dicséret (az aktus), különösen köszönetáldozat.
G134;αἰνέω;ainéō; to praise (God);dicsérni (Istent), magasztalni, énekelni dicséretet, hódolni
G135;αἴνιγμα;aínigma; an obscure saying ('enigma'), i.e. (abstractly) obscureness;rejtvény, homályos beszéd, vagy általában a homályosság, érthetetlenség állapota.
G136;αἶνος;aînos; properly, a story, but used in the sense of G1868 (ἔπαινος), praise (of God);valójában elbeszélés, de a G1868 (ἔπαινος) értelmében használva, dicséret (Istenről)
G137;Αἰνών;Ainṓn; Ænon, a place in Palestine;Énon, egy hely Palesztínában.
G138;αἱρέομαι;hairéomai; to take for oneself, i.e. to prefer;választani, magának tartani, előnyben részesíteni, fogadni el
G139;αἵρεσις;haíresis; properly, a choice, i.e. (specially) a party or (abstractly) disunion;választás, különösen párt, csoportosulás, vagy elválasztottság, disszidálás.
G140;αἱρετίζω;hairetízō; to make a choice;választani, eldönteni, kiválasztani, preferálni, saját belátás szerint eljárni
G141;αἱρετικός;hairetikós; a schismatic;fajszakos, törvénytelenül elválik a közösségtől, szektás, eretnek, aki a helyes tanítástól eltérő nézeteket követ.
G142;αἴρω;aírō; to lift up, by implication, to take up or away, figuratively, to raise (the voice), keep in suspense (the mind), specially, to sail away (i.e. weigh anchor), by Hebraism (compare H05375) to expiate sin;felemelni, átvitt értelemben felvenni vagy elvinni, hangot hallatni, felfüggeszteni (az elmét), különösen vitorlázni (horgonyt vetni), héberesen (H05375-tel összevetve) bűnt engesztelni.
G143;αἰσθάνομαι;aisthánomai; to apprehend (properly, by the senses);érzelni, tapasztalni, felfogni (az érzékszervek útján), megérteni, észlelni (szó szerint vagy szellemileg)
G144;αἴσθησις;aísthēsis; perception, i.e. (figuratively) discernment;érzékelés, vagyis (átvitt értelemben) megkülönböztetés, ítélőképesség, belátás.
G145;αἰσθητήριον;aisthētḗrion; properly, an organ of perception, i.e. (figuratively) judgment;érzékszerv, a felfogás szerve, (átvitt értelemben) ítélőképesség, megítélés képessége.
G146;αἰσχροκερδής;aischrokerdḗs; sordid;nyereségvágyó, tisztességtelen haszonszerző, becstelenül gazdagodni törekvő.
G147;αἰσχροκερδῶς;aischrokerdōs; sordidly;nyomorúságosan, szégyenletes módon, erkölcstelenül, tisztességtelen haszonszerzés céljából.
G148;αἰσχρολογία;aischrología; vile conversation;csúfolódó, erkölcstelen beszéd, szemérmetlen nyelvhasználat, illetlen beszéd.
G149;αἰσχρόν;aischrón; a shameful thing, i.e. indecorum;szégyenletes dolog, vagyis erkölcstelen viselkedés, illetlenség.
G150;αἰσχρός;aischrós; shameful, i.e. base (specially, venal);szégyenletes, alávaló (különösen, megvesztegethető, erkölcstelen)
G151;αἰσχρότης;aischrótēs; shamefulness, i.e. obscenity;szégyenletesség, erkölcstelen viselkedés, illetlenség, csúfság.
G152;αἰσχύνη;aischýnē; shame or disgrace (abstractly or concretely);szégyen vagy gyalázat (elvonatkoztatva vagy konkrétan)
G153;αἰσχύνομαι;aischýnomai; to feel shame (for oneself);szégyenkezni (saját magunkért), megszégyenülni, szégyenérzetre jutni.
G154;αἰτέω;aitéō; to ask (in genitive case);kérni (valakitől, genitívuszban kifejezve)
G155;αἴτημα;aítēma; a thing asked or (abstractly) an asking;kérés, valami kért dolog vagy (elvonva) a kérdezés cselekménye.
G156;αἰτία;aitía; a cause (as if asked for), i.e. (logical) reason (motive, matter), (legal) crime (alleged or proved);ok, kiváltó ok, indíték, érvelés, jogi vád (bevallott vagy bizonyított)
G157;αἰτίαμα;aitíama; a thing charged;vád, felróás, a vád tárgya, ok, indíték
G158;αἴτιον;aítion; a reason or crime (like G156 (αἰτία));ok, valamilyen ok, indíték vagy bűncselekmény (hasonlóan a G156-os αιτία-hoz)
G159;αἴτιος;aítios; causative, i.e. (concretely) a causer;okozó, azaz valaminek a kiváltója, a hatásért felelős személy vagy dolog.
G160;αἰφνίδιος;aiphnídios; unexpected, i.e. (adverbially) suddenly;váratlan, azaz (határozószerűen) hirtelen
G161;αἰχμαλωσία;aichmalōsía; captivity;fogvatartás, rabság, hadifogolyként való sors, elrablás, fogságban tartás.
G162;αἰχμαλωτεύω;aichmalōteúō; to capture (like G163 (αἰχμαλωτίζω));foglyul ejteni, elfoglalni, hadifogolyként kezelni
G163;αἰχμαλωτίζω;aichmalōtízō; to make captive;fogolyként szerezni, fogságba vetni, elfogyni, rabságra fogni.
G164;αἰχμάλωτος;aichmálōtos; properly, a prisoner of war, i.e. (genitive case) a captive;hadifogoly, szigorúan véve, háborúban elfogott személy, (genetívuszban) fogoly, rabságban lévő.
G165;αἰών;aiṓn; properly, an age, by extension, perpetuity (also past), by implication, the world, specially (Jewish) a Messianic period (present or future);időszak, megfelelő értelemben egy kor, kiterjesztésként örökkévalóság (múltbeli is), következtetésként a világ, különösen (zsidó) a messiási kor (jelenlegi vagy jövőbeli)
G166;αἰώνιος;aiṓnios; perpetual (also used of past time, or past and future as well);örök, (a múlt időre, vagy múlt és jövő időre is alkalmazható értelemben)
G167;ἀκαθαρσία;akatharsía; impurity (the quality), physically or morally;tisztátlanság (minőségi értelemben), fizikailag vagy erkölcsileg
G168;ἀκαθάρτης;akathártēs; impurity (the state), morally;tisztátlanság (az állapot), erkölcsi szennyezettség.
G169;ἀκάθαρτος;akáthartos; impure (ceremonially, morally (lewd) or specially, (demonic));tisztátlan (szertartásilag, erkölcsileg (illetlen, szemérmetlen) vagy különösen (ördögi, démoni))
G170;ἀκαιρέομαι;akairéomai; to be inopportune (for oneself), i.e. to fail of a proper occasion;alkalmatlan lenni (saját magam számára), azaz a megfelelő alkalom elszalasztása, vagy kihagyása.
G171;ἀκαίρως;akaírōs; inopportunely;alkalomtalanul, helytelen időben, nem megfelelő pillanatban, szerencsétlenül
G172;ἄκακος;ákakos; not bad, i.e. (objectively) innocent or (subjectively) unsuspecting;ártatlan, vagy objektíven ártalmatlan, vagy szubjektíven gyanútlan, naiv.
G173;ἄκανθα;ákantha; a thorn;tüske, szúrós növény, vagy átvitt értelemben akadály, nehézség, csapás.
G174;ἀκάνθινος;akánthinos; thorny;"tüskés, tövises, csipkés; (átvitt értelemben) gondokat, nehézségeket okozó, fájdalmas"
G175;ἄκαρπος;ákarpos; barren (literally or figuratively);terméketlen (szó szerint vagy átvitt értelemben)
G176;ἀκατάγνωστος;akatágnōstos; unblamable;hibátlan, vétket nem érintő, feddhetetlen, szemrehányás nélkül való.
G177;ἀκατακάλυπτος;akatakályptos; unveiled;leleplezett, nyilvánvaló, fedetlen, megnyílt, láthatóvá tett.
G178;ἀκατάκριτος;akatákritos; without (legal) trial;ítélet nélkül, törvényi eljárás hiányában
G179;ἀκατάλυτος;akatálytos; indissoluble, i.e. (figuratively) permanent;felbonthatatlan, azaz (átvitt értelemben) tartós, megváltoztathatatlan.
G180;ἀκατάπαυστος;akatápaustos; unrefraining;megállíthatatlan, szünetlen, nem szűnő, kitartó
G181;ἀκαταστασία;akatastasía; instability, i.e. disorder;zavar, rendetlenség, nyugtalanság, összezavarodottság, felkelés.
G182;ἀκατάστατος;akatástatos; inconstant;változékony, ingatag, állhatatlan, bizonytalan, nem megbízható
G183;ἀκατάσχετος;akatáschetos; unrestrainable;szabályozatlan, fékezhetetlen, korlátlan, leküzdhetetlen
G184;Ἀκελδαμά;Akeldamá; corresponding to H02506 and H01818), Akeldama, a place near Jerusalem;Akeldama, Jeruzsálemhez közeli hely, a „véres mező” jelentésű héber kifejezésnek megfelelő név.
G185;ἀκέραιος;akéraios; unmixed, i.e. (figuratively) innocent;érintetlen, keveretlen, vagy átvitt értelemben ártatlan, feddhetetlen.
G186;ἀκλινής;aklinḗs; not leaning, i.e. (figuratively) firm;nem hajló, azaz (átvitt értelemben) szilárd, állhatatos, megingathatatlan.
G187;ἀκμάζω;akmázō; to make a point, i.e. (figuratively) mature;éretté válni, kiteljesedni, virulni, élni, fejlődni (egy gondolat, érvelés, vagy személy tekintetében)
G188;ἀκμήν;akmḗn; adverbially, just now, i.e. still;most, jelenleg, még mindig, éppen most
G189;ἀκοή;akoḗ; hearing (the act, the sense or the thing heard);hallás (az aktus, az érzékszerv vagy a hallott dolog)
G190;ἀκολουθέω;akolouthéō; properly, to be in the same way with, i.e. to accompany (specially, as a disciple);valakivel együtt menni, kísérni, követni (különösen tanítványként), ugyanazon az úton járni, követni az életmódban vagy tanításban.
G191;ἀκούω;akoúō; to hear (in various senses);hallani (különböző értelemben), figyelemmel lenni, megfogadni, engedelmeskedni.
G192;ἀκρασία;akrasía; want of self-restraint;önuralom hiánya, mértékletesség nélküliség, gátlástalanság, fékezhetetlenség.
G193;ἀκρατής;akratḗs; powerless, i.e. without self-control;erőtlen, azaz önuralom nélkül, gyengeakaratú, elszántságtól vagy mértéklettől mentes.
G194;ἄκρατος;ákratos; undiluted;hígítatlan, érintetlen, tiszta, keveretlen
G195;ἀκρίβεια;akríbeia; exactness;pontosság, szigorúság, helyesség, precizitás, tökéletességre való törekvés.
G196;ἀκριβέστατος;akribéstatos; most exact;legpontosabb, a legszigorúbban helytálló, a legprecízebb
G197;ἀκριβέστερον;akribésteron; (adverbially) more exactly;pontosabban, precízebben, részletesebben
G198;ἀκριβόω;akribóō; to be exact, i.e. ascertain;pontosítani, megállapítani, kideríteni, megvizsgálni, hitelesíteni
G199;ἀκριβῶς;akribōs; exactly;pontosan, helyesen, precízen, alaposan, tökéletesen [szigorúan, igazán]
G200;ἀκρίς;akrís; a locust (as pointed, or as lighting on the top of vegetation);sáska (mint hegyes, vagy a növényzet tetejére ülő rovar)
G201;ἀκροατήριον;akroatḗrion; an audience-room;hallgatóság terme, gyűlés helye, előadóterem
G202;ἀκροατής;akroatḗs; apparently an intensive of G191 (ἀκούω)), a hearer (merely);hallgató (egyszerűen csak hallgató, nem feltétlenül értő vagy engedelmeskedő)
G203;ἀκροβυστία;akrobystía; the prepuce, by implication, an uncircumcised (i.e. gentile, figuratively, unregenerate) state or person;elölbőr, átvitt értelemben körülmetélés nélküli (azaz pogány, képletesen meg nem újult) állapot vagy személy.
G204;ἀκρογωνιαῖος;akrogōniaîos; belonging to the extreme corner;sarokkövet, a sarok legvégére tartozó, alapvető, legfontosabb
G205;ἀκροθίνιον;akrothínion; properly (in the plural) the top of the heap, i.e. (by implication) best of the booty;a zsákmány legjava, a kupac teteje (többes számban is értve)
G206;ἄκρον;ákron; the extremity;a vég, a csúcs, a legszélső pont, a határ
G207;Ἀκύλας;Akýlas; Akulas, an Israelite;Akulás, egy izraelita.
G208;ἀκυρόω;akyróō; to invalidate;érvényteleníteni, semmissé tenni, hatástalanítani, érvényvesztővé tenni.
G209;ἀκωλύτως;akōlýtōs; in an unhindered manner, i.e. freely;akadálytalanul, azaz szabadon, gátlások nélkül
G210;ἄκων;ákōn; unwilling;akaratlanul, vonakodva, kedvetlenül
G211;ἀλάβαστρον;alábastron; properly, an 'alabaster' box, i.e. (by extension) a perfume vase (of any material);alabástrom edény, vagy általánosabban bármilyen anyagból készült parfümös üveg vagy kenetolaj tartó edény.
G212;ἀλαζονεία;alazoneía; braggadocio, i.e. (by implication) self-confidence;nagyképűség, gőgösség, önmagával való elégedettség, illetve túlzott önbizalom.
G213;ἀλαζών;alazṓn; braggart;dicsekvő, gőgös, nagyképű, hiúságban élő ember.
G214;ἀλαλάζω;alalázō; to vociferate, i.e. (by implication) to wail, figuratively, to clang;kiáltani, hangosan mondani, felháborodottan kiabálni, vagy átvitt értelemben csengeni, zengeni.
G215;ἀλάλητος;alálētos; unspeakable;kimondhatatlan, elmondhatatlan, olyan, amit szavakkal kifejezni nem lehet, leírhatatlan.
G216;ἄλαλος;álalos; mute;néma, beszédképtelen, hallgatag, csendes (beszéd hiánya miatt)
G217;ἅλας;hálas; salt, figuratively, prudence;só, átvitt értelemben: éleslátás, megfontoltság, jóízlés.
G218;ἀλείφω;aleíphō; to oil (with perfume);olajjal ken, felken, illatos olajjal megken, (szertartásosan) felken, gyógyolajjal kezelni.
G219;ἀλεκτοροφωνία;alektorophōnía; cock-crow, i.e. the third night-watch;kakukkvirágzás, vagyis a harmadik éjszakai őrség időszaka.
G220;ἀλέκτωρ;aléktōr; a cock or male fowl;kakukk vagy hím madár
G221;Ἀλεξανδρεύς;Alexandreús; an Alexandreian or inhabitant of Alexandria;alexandriai, vagy alexandriai lakos
G222;Ἀλεξανδρῖνος;Alexandrînos; Alexandrine, or belonging to Alexandria;alexandriai, vagy Alexandriához tartozó
G223;Ἀλέξανδρος;Aléxandros; man-defender, Alexander, the name of three Israelites and one other man;embervédő, Sándor, három izraelita és egy másik férfi neve.
G224;ἄλευρον;áleuron; flour;liszt
G225;ἀλήθεια;alḗtheia; truth;igazság, valóság, hitelesség, a valóság megbízható állítása, az igazságosság és a hitelesség elve.
G226;ἀληθεύω;alētheúō; to be true (in doctrine and profession);igazat mondani (tanításban és vallásgyakorlatban), igazságot tanítani, igazán élni.
G227;ἀληθής;alēthḗs; true (as not concealing);igaz (mint ami nem rejteget), valóságos, hiteles, megbízható
G228;ἀληθινός;alēthinós; truthful;igaz, valóságos, hiteles, őszinte, a valóságra törekvő, nem hamis
G229;ἀλήθω;alḗthō; to grind;őrölni, zúzni, elnyomni (szó szerint vagy átvitt értelemben)
G230;ἀληθῶς;alēthōs; truly;valóban, igazán, tényleg, hűvön, igazságosan
G231;ἁλιεύς;halieús; a sailor (as engaged on the salt water), i.e. (by implication) a fisher;tengerész, különösen halász, azaz a sós vízben halat fogó személy
G232;ἁλιεύω;halieúō; to be a fisher, i.e. (by implication) to fish;halászni, halat fogni, halászmesterséget űzni
G233;ἁλίζω;halízō; to salt;sózni, sóval kezelni, tartósítani sóval, sóval ízesíteni
G234;ἀλίσγεμα;alísgema; (ceremonially) defilement;(szertartásos) tisztátlanság, megszentelés hiánya, beszennyezés.
G235;ἀλλά;allá; properly, other things, i.e. (adverbially) contrariwise (in many relations);azonban, más dolgok, azaz (határozószerûen) éppen ellenkezõleg (sok vonatkozásban)
G236;ἀλλάσσω;allássō; to make different;változtatni, megváltoztatni, átalakítani, cserélni, megújítani
G237;ἀλλαχόθεν;allachóthen; from elsewhere;más helyről, más forrásból, valahonnan másutt
G238;ἀλληγορέω;allēgoréō; to allegorize;allegorizálni, ábrázolatosan értelmezni, szimbolikus jelentést tulajdonítani (szentírási szövegekhez vagy más témákhoz)
G239;ἀλληλουϊα;allēlouïa; praise ye Jah!, an adoring exclamation;Dicsérjétek Jah-ot!, imádó felkiáltás.
G240;ἀλλήλων;allḗlōn; one another;egymás
G241;ἀλλογενής;allogenḗs; foreign, i.e. not a Jew;idegen, azaz nem zsidó származású, nem a néphez tartozó.
G242;ἅλλομαι;hállomai; to jump, figuratively, to gush;ugrani, átvitt értelemben: fakadni, tört fel, kiáradni
G243;ἄλλος;állos; 'else,' i.e. different (in many applications);más, vagyis eltérő (sokféle alkalmazásban)
G244;ἀλλοτριεπίσκοπος;allotriepískopos; overseeing others' affairs, i.e. a meddler (specially, in Gentile customs);mások ügyeibe avatkozó, különösen idegen szokásokban való beavatkozó, kíváncsiskodó.
G245;ἀλλότριος;allótrios; another's, i.e. not one's own, by extension foreign, not akin, hostile;idegen, másé, nem saját, kiterjesztésként: idegenföldi, nem rokon, ellenséges
G246;ἀλλόφυλος;allóphylos; foreign, i.e. (specially) Gentile;idegen, különösen nem zsidó, pogány.
G247;ἄλλως;állōs; differently;másként, eltérően, más módon, másképp
G248;ἀλοάω;aloáō; to tread out grain;kiásni a gabonát, a gabona szétverése lábbal, a gabona begyűjtése lábbal való járással.
G249;ἄλογος;álogos; irrational;érthetetlen, beszédképtelen, érvelhetetlen, logikátlan, ostobaságot mondó.
G250;ἀλόη;alóē; aloes (the gum);mirha (a növény nedve, gyantája)
G251;ἅλς;háls; 'salt';só, ízlelőanyag, tartósító, savanyító, metaforikusan: érték, hasznosság, éles ész, íz, szívélyesség.
G252;ἁλυκός;halykós; briny;sós, tengervízhez hasonló, keserűsóval ízesített
G253;ἀλυπότερος;alypóteros; more without grief;kevésbé szomorú, kevesebb bánattal, kevésbé gyászoló
G254;ἅλυσις;hálysis; a fetter or manacle;bilincs, lánc, kötelék, megkötés, fogság eszköze.
G255;ἀλυσιτελής;alysitelḗs; gainless, i.e. (by implication) pernicious;haszontalan, vagy káros, pusztító hatású
G256;Ἀλφαῖος;Alphaîos; Alphæus, an Israelite;Álfáios, egy izraelita
G257;ἅλων;hálōn; a threshing-floor (as rolled hard), i.e. (figuratively) the grain (and chaff, as just threshed);csépelőpad (a megkeményített, gördített talaj, ahol a gabonát kicsépelik), illetve (átvitt értelemben) a kicsépelt gabona és pelyva.
G258;ἀλώπηξ;alṓpēx; a fox, i.e. (figuratively) a cunning person;róka, szó szerint, vagy (átvitt értelemben) ravasz, alattomos ember.
G259;ἅλωσις;hálōsis; capture, be taken. ;foglalás, elfoglalás, zsákmányolás, elfogtatás.
G260;ἅμα;háma; properly, at the 'same' time, but freely used as a preposition or adverb denoting close association;egyidejűleg, valójában ugyanabban az időben, de szabadon használható előtagként vagy határozószóként szoros összefüggés jelzésére.
G261;ἀμαθής;amathḗs; ignorant;tudatlan, műveletlen, érthetetlen, tapasztalatlan, nem tanult.
G262;ἀμαράντινος;amarántinos; 'amaranthine', i.e. (by implication) fadeless;halhatatlan, vagyis (implikációval) elhalványulhatatlan, nem hervadó.
G263;ἀμάραντος;amárantos; unfading, i.e. (by implication) perpetual;elhalványulhatatlan, azaz (implikációval) örök, állandó.
G264;ἁμαρτάνω;hamartánō; properly, to miss the mark (and so not share in the prize), i.e. (figuratively) to err, especially (morally) to sin;helyesen, a cél mellé lőni (és így nem részesülni a jutalomban), azaz (átvitt értelemben) tévedni, különösen (erkölcsileg) bűnözni.
G265;ἁμάρτημα;hamártēma; a sin (properly concrete);bűn (szó szerint, konkrétan megvalósult cselekményként)
G266;ἁμαρτία;hamartía; a sin (properly abstract);bűn (rendesen elvont értelemben)
G267;ἀμάρτυρος;amártyros; unattested;tanú nélkül, bizonyítatlan, megerősítés hiányában
G268;ἁμαρτωλός;hamartōlós; sinful, i.e. a sinner;bűnös, vagyis bűnben élő, vétkező személy.
G269;ἄμαχος;ámachos; peaceable;békes, harctól mentes, viszálytalan, békés természetű, engedelmes (az Isten akaratának)
G270;ἀμάω;amáō; properly, to collect, i.e. (by implication) reap;gyűjteni, betakarítani (a termés begyűjtése értelmében)
G271;ἀμέθυστος;améthystos; the 'amethyst' (supposed to prevent intoxication);ametiszt (az ittasodást megelőzőnek hitt kö)
G272;ἀμελέω;ameléō; to be careless of;hanyagolni, figyelmen kívül hagyni, gondatlanul bánni, nem törődni valakivel vagy valamivel.
G273;ἄμεμπτος;ámemptos; irreproachable;feddhetetlen, hibátlan, vétket nem érintő, szemrehányás nélkül való.
G274;ἀμέμπτως;amémptōs; faultlessly;hibátlanul, feddhetetlenül, róható nélkül, tökéletesen igazságosan (azaz, minden vád vagy feddés nélkül)
G275;ἀμέριμνος;amérimnos; not anxious;aggodalommentes, gondtalán, szorongás nélkül
G276;ἀμετάθετος;ametáthetos; unchangeable, or (neuter as abstract) unchangeability;változhatatlan, vagy (semleges nemben, absztrakcióként) változatlanság
G277;ἀμετακίνητος;ametakínētos; immovable;mozdulhatatlan, elmozdíthatatlan, megrendíthetetlen, állhatatos, megingathatatlan
G278;ἀμεταμέλητος;ametamélētos; irrevocable;megszállhatatlan, visszavonhatatlan, megbánhatatlan, amelyben nincs megbánás vagy változás lehetősége.
G279;ἀμετανόητος;ametanóētos; unrepentant;meg nem bűnbánó, aki nem változtat gondolkodását, szívét a bűn elkövetése után, megrögzött bűnös.
G280;ἄμετρος;ámetros; immoderate;mérhetetlen, túlzó, gátlástalan, kontrollálhatatlan, mértéktelen
G281;ἀμήν;amḗn; properly, firm, i.e. (figuratively) trustworthy, adverbially, surely (often as interjection, so be it);biztosan, megbízhatóan, igazán, (átvitt értelemben) szilárdan, (felkiáltásként) ámen, úgy legyen.
G282;ἀμήτωρ;amḗtōr; motherless, i.e. of unknown maternity;anyátlan, vagyis ismeretlen anyaságú
G283;ἀμίαντος;amíantos; unsoiled, i.e. (figuratively) pure;sérintetlen, vagyis (átvitt értelemben) tiszta, mentes a szennyeződéstől, hibátlan.
G284;Ἀμιναδάβ;Aminadáb; Aminadab, an Israelite;Aminádáb, egy izraelita
G285;ἄμμος;ámmos; sand (as heaped on the beach);homok (a tengerparton felhalmozódva)
G286;ἀμνός;amnós; a lamb;bárány, az Újszövetségben gyakran Jézus Krisztusra utaló szimbólum, aki Isten báránya, aki elveszi a világ bűnét.
G287;ἀμοιβή;amoibḗ; requital;viszonzás, jutalom, elégtétel, kielégítés (átvitt értelemben)
G288;ἄμπελος;ámpelos; a vine (as coiling about a support);szőlőtőke (támásra tekeredő)
G289;ἀμπελουργός;ampelourgós; a vine-worker, i.e. pruner;szőlőmunkás, vagyis metsző, szőlőt gondozó ember.
G290;ἀμπελών;ampelṓn; a vineyard;szőlőültetvény, szőlőskertek, szőlőhegy
G291;Ἀμπλίας;Amplías; Amplias, a Roman Christian;Amplias, egy római keresztény
G292;ἀμύνομαι;amýnomai; to ward off (for oneself), i.e. protect;védeni (magamat), megóvni, elhárítani (a veszélyt)
G293;ἀμφίβληστρον;amphíblēstron; a (fishing) net (as thrown about the fish);háló, különösen a halászatban használt, körbevetett háló a halak megfogására
G294;ἀμφιέννυμι;amphiénnymi; to enrobe;megöltözni, beborítani, köpenyezni, ruházni (valakit valaminek)
G295;Ἀμφίπολις;Amphípolis; a city surrounded by a river, Amphipolis, a place in Macedonia;egy folyó által körülvett város, Amphipolisz, egy hely Macedóniában
G296;ἄμφοδον;ámphodon; a fork in the road;útvilla, elágazás
G297;ἀμφότερος;amphóteros; (in plural) both;mindkettő (többes számban)
G298;ἀμώμητος;amṓmētos; unblamable;hibátlan, feddhetetlen, róható nélkül, tökéletes, mivel semmilyen feddést nem érdemel.
G299;ἄμωμος;ámōmos; unblemished (literally or figuratively);hibátlan [szó szerint vagy átvitt értelemben], feddhetetlen, tökéletes
G300;Ἀμών;Amṓn; Amon, an Israelite;Ámon, egy izraeli [ember]
G301;Ἀμώς;Amṓs; Amos, an Israelite;Ámos, egy izraeli.
G302;ἄν;án;;
G303;ἀνά;aná; properly, up, but (by extension) used (distributively) severally, or (locally) at (etc.);fel, fölfel, fölött, külön-külön, elszórtan, helyenként, stb.
G304;ἀναβαθμός;anabathmós; a stairway;lépcső, emelkedő út, vagy szentélyhez vezető lépcsősor
G305;ἀναβαίνω;anabaínō; to go up (literally or figuratively);felmenni (szó szerint vagy átvitt értelemben), emelkedni, fölfelé haladni
G306;ἀναβάλλομαι;anabállomai; to put off (for oneself);elmúlni, halasztani (saját célra), felhalasztani, késleltetni (önmagunkra vonatkozóan)
G307;ἀναβιβάζω;anabibázō; to cause to go up, i.e. haul (a net);felhúzni, magasabbra emelni, (például hálót) felvonni
G308;ἀναβλέπω;anablépō; to look up, by implication, to recover sight;felfelé nézni, következményként visszanyerni a látást, helyreállni a látásban
G309;ἀνάβλεψις;anáblepsis; restoration of sight;látás helyreállítása, a vakok látásának visszaadása, szemmel való gyógyítás
